DISTRICT,CONSTITUENCY,SUBCOUNTY,PARISH,STATION_NAME,Females,F_18.24,F_25.30,F_31.34,F_35.39,F_40.44,F_45.49,F_50.54,F_55.59,F_60.64,F_65.up,Males,M_18.24,M_25.30,M_31.34,M_35.39,M_40.44,M_45.49,M_50.54,M_55.59,M_60.64,M_65.up,Original_Station_ID_2016
 KALUNGU,KALUNGU WEST COUNTY,KYAMULIBWA,KIGASA,KYANNAMULI PLAYGROUND,189,29,27,15,18,14,17,16,13,9,31,182,27,34,17,30,14,15,12,4,12,17,O-100-118-2-10-4
 KALUNGU,KALUNGU WEST COUNTY,KYAMULIBWA,KIGASA,KIKONGOLO T/CENTRE,101,22,13,8,13,6,6,11,7,3,12,104,23,12,8,16,8,12,6,6,3,10,O-100-118-2-10-5
 KALUNGU,KALUNGU WEST COUNTY,KYAMULIBWA,KIGASA,KABUSWAGA,132,25,17,6,14,17,8,13,8,9,15,141,35,15,6,11,13,15,15,4,7,20,O-100-118-2-10-6
 KALUNGU,KALUNGU WEST COUNTY,KYAMULIBWA,KIGASA,KIGASA C,132,31,16,10,14,9,12,12,4,10,14,127,36,22,11,13,9,14,9,0,5,8,O-100-118-2-10-7
 KALUNGU,KALUNGU WEST COUNTY,KYAMULIBWA,KITOSI,ST. CHARLES BUTAWATA PRI. SCH,182,38,26,15,12,19,16,15,12,8,21,134,33,12,11,18,5,14,14,7,8,12,O-100-118-2-11-1
 KALUNGU,KALUNGU WEST COUNTY,KYAMULIBWA,KITOSI,BULWADDA PRI. SCH,276,64,35,19,28,22,21,28,13,13,33,252,67,44,12,23,22,12,18,20,10,24,O-100-118-2-11-2
 KALUNGU,KALUNGU WEST COUNTY,KYAMULIBWA,KITOSI,KAMPUUKI CATHOLIC PRI. SCH,131,32,16,7,12,8,13,12,5,9,17,110,26,15,10,10,9,13,4,8,5,10,O-100-118-2-11-3
 KALUNGU,KALUNGU WEST COUNTY,KYAMULIBWA,KITOSI,KITOSI MIXED PRI. SCH,166,34,16,16,17,15,22,17,8,7,14,141,36,22,6,7,18,14,10,9,9,10,O-100-118-2-11-4
 KALUNGU,KALUNGU WEST COUNTY,KYAMULIBWA,KITOSI,BUWEMBA C.O.U,127,26,23,17,13,12,4,5,8,5,14,138,30,19,14,10,17,11,9,5,5,18,O-100-118-2-11-5
 KALUNGU,KALUNGU WEST COUNTY,KYAMULIBWA,KYAMULIBWA,GREEN HILL S.S.S,337,113,77,30,45,27,13,13,11,1,7,275,75,69,27,37,28,10,7,11,3,8,O-100-118-2-12-1
 KALUNGU,KALUNGU WEST COUNTY,KYAMULIBWA,KYAMULIBWA,KASAKA C/U PRIMARY SCHOOL,328,79,34,30,39,29,21,28,20,13,35,240,54,38,20,29,23,14,14,12,8,28,O-100-118-2-12-2
 KALUNGU,KALUNGU WEST COUNTY,KYAMULIBWA,KYAMULIBWA,KITEMI CATHOLIC CHURCH,252,54,39,15,29,19,21,23,15,15,22,261,67,36,18,18,24,20,19,12,17,30,O-100-118-2-12-3
 KALUNGU,KALUNGU WEST COUNTY,KYAMULIBWA,KYAMULIBWA,KASUULA MUSLIM PRIMARY SCHOOL,198,48,23,13,26,22,11,16,16,3,20,181,38,25,15,14,14,20,19,12,9,15,O-100-118-2-12-4
 KALUNGU,KALUNGU WEST COUNTY,KYAMULIBWA,KYAMULIBWA,HOLY FAMILY KYAMULIBWA S.S.S,316,78,62,41,16,18,25,18,12,12,34,239,52,48,27,24,19,17,7,8,17,20,O-100-118-2-12-5
 KALUNGU,KALUNGU WEST COUNTY,KYAMULIBWA,KYAMULIBWA,BUNOGA PRIMARY SCHOOL,174,43,24,18,17,19,9,10,8,9,17,159,59,33,9,12,9,13,5,5,5,9,O-100-118-2-12-6
 KALUNGU,KALUNGU WEST COUNTY,KYAMULIBWA,KYAMULIBWA,KYAMULIBWA SUBCOUNTY HQTRS,306,73,57,23,36,34,27,20,8,5,23,247,59,45,28,23,21,24,20,8,5,14,O-100-118-2-12-7
 KALUNGU,KALUNGU WEST COUNTY,KYAMULIBWA,KYAMULIBWA,KIWUNGA C.O.U,158,24,20,14,24,21,11,14,10,6,14,152,32,12,9,21,18,14,17,6,6,17,O-100-118-2-12-8
 KALUNGU,KALUNGU WEST COUNTY,KYAMULIBWA,BUSOGA,NAKATEETE GROWERS' STORE,313,71,42,22,24,27,29,20,28,9,41,238,69,30,24,17,20,22,17,12,7,20,O-100-118-2-15-1
 KALUNGU,KALUNGU WEST COUNTY,KYAMULIBWA,BUSOGA,NALUNNYA C/U PRIMARY SCHOOL,284,55,37,31,26,27,18,25,16,9,40,232,55,29,14,30,16,20,12,19,10,27,O-100-118-2-15-2
 KALUNGU,KALUNGU WEST COUNTY,KYAMULIBWA,BUSOGA,KATAALI PLAYGROUND,238,57,28,29,20,18,14,17,13,14,28,207,59,33,17,24,14,16,13,7,11,13,O-100-118-2-15-3
 KALUNGU,KALUNGU WEST COUNTY,KYAMULIBWA,BUSOGA,BUSOGA CATHOLIC CHURCH,203,48,26,17,24,15,17,13,13,10,20,194,59,25,9,17,21,14,16,6,5,22,O-100-118-2-15-4
 KALUNGU,KALUNGU WEST COUNTY,KYAMULIBWA,BAKIJJULULA,BAKIJJULULA PRIMARY SCHOOL,251,59,32,19,28,22,25,14,11,11,30,231,51,43,17,15,21,23,26,7,10,18,O-100-118-2-16-1
 KALUNGU,KALUNGU WEST COUNTY,KYAMULIBWA,BAKIJJULULA,BUJUBI LCI,286,58,38,24,26,26,35,22,10,11,36,218,48,29,13,21,25,24,12,14,8,24,O-100-118-2-16-2
 KALUNGU,KALUNGU WEST COUNTY,KYAMULIBWA,BAKIJJULULA,KIWAAWO MUSLIM PRIMARY SCHOOL,295,55,35,26,30,13,34,33,15,18,36,233,58,29,10,26,21,26,22,15,9,17,O-100-118-2-16-3
 KALUNGU,KALUNGU WEST COUNTY,KYAMULIBWA,KABAALE,KABAALE RC PRIMARY SCHOOL,422,97,68,23,56,28,30,30,34,12,44,388,97,60,41,37,33,32,16,17,20,35,O-100-118-2-9-1
 KALUNGU,KALUNGU WEST COUNTY,KYAMULIBWA,KABAALE,NAMASAVU A,347,85,51,27,27,27,31,34,16,17,32,338,95,52,25,27,31,30,24,15,8,31,O-100-118-2-9-2
 KALUNGU,KALUNGU WEST COUNTY,KYAMULIBWA,KABAALE,MAGULUKA T/CENTRE,214,49,26,10,23,10,23,13,15,13,32,152,30,27,9,11,12,13,10,12,10,18,O-100-118-2-9-3
 KALUNGU,KALUNGU WEST COUNTY,KALUNGU TOWN COUNCIL,KIKUKUMBI WARD,KIKUKUMBI T/CENTRE,248,49,36,25,24,22,21,17,15,7,32,253,74,31,11,28,21,14,14,15,11,34,O-100-118-3-17-1
 KALUNGU,KALUNGU WEST COUNTY,KALUNGU TOWN COUNCIL,KIKUKUMBI WARD,KAANIKA PRIMARY SCHOOL,120,29,15,11,10,6,4,12,9,7,17,117,30,18,5,14,12,10,8,5,4,11,O-100-118-3-17-2
 KALUNGU,KALUNGU WEST COUNTY,KALUNGU TOWN COUNCIL,KISAAWA WARD,KISAAWA CATHOLIC CHURCH,413,87,66,42,31,31,19,30,18,28,61,375,75,55,25,41,32,31,27,18,11,60,O-100-118-3-18-1
 KALUNGU,KALUNGU WEST COUNTY,KALUNGU TOWN COUNCIL,LUSAANA WARD,KALUNGU TOWN ACADEMY,209,48,36,14,13,15,16,14,15,9,29,194,62,27,18,16,12,16,13,14,5,11,O-100-118-3-19-1
 KALUNGU,KALUNGU WEST COUNTY,KALUNGU TOWN COUNCIL,LUSAANA WARD,LUSAANA CATHOLIC CHURCH,328,62,37,20,34,26,27,24,17,17,64,326,86,52,18,32,20,27,24,16,8,43,O-100-118-3-19-2
 KALUNGU,KALUNGU WEST COUNTY,KALUNGU TOWN COUNCIL,KALUNGU WARD,KALUNGU CATHOLIC CHURCH,277,60,46,15,31,24,22,16,18,12,33,219,62,31,15,19,19,19,13,10,8,23,O-100-118-3-4-1
 KALUNGU,KALUNGU WEST COUNTY,KALUNGU TOWN COUNCIL,KALUNGU WARD,KALUNGU TOWN (A-M)-S/C HQTRS,95,28,17,11,15,4,3,7,2,2,6,277,76,66,34,36,20,13,12,8,4,8,O-100-118-3-4-2
 KALUNGU,KALUNGU WEST COUNTY,KALUNGU TOWN COUNCIL,KALUNGU WARD,KALUNGU TOWN (N-Z)-SSAAZA HQTRS,463,128,104,53,56,33,28,27,8,11,15,220,41,43,29,23,22,20,17,13,5,7,O-100-118-3-4-3
 SHEEMA,SHEEMA COUNTY NORTH,KAGANGO,KIHUNDA,KIHUNDA PARISH HQTRS (A-L),349,77,55,29,39,32,21,24,31,8,33,224,54,44,12,32,20,15,8,11,9,19,O-101-21-1-2-1
 SHEEMA,SHEEMA COUNTY NORTH,KAGANGO,KIHUNDA,RWENTOBO PRI SCH (A-L),361,82,49,36,45,29,25,21,22,10,42,209,52,33,19,20,19,24,16,5,7,14,O-101-21-1-2-2
 SHEEMA,SHEEMA COUNTY NORTH,KAGANGO,KIHUNDA,KIHUNDA PRI SCH,454,119,72,31,48,31,40,38,20,21,34,402,110,79,37,38,32,40,18,15,10,23,O-101-21-1-2-3
 SHEEMA,SHEEMA COUNTY NORTH,KAGANGO,KIHUNDA,KIHUNDA C.O.U,142,25,24,14,21,22,11,4,5,3,13,121,26,24,10,16,9,14,7,2,4,9,O-101-21-1-2-4
 SHEEMA,SHEEMA COUNTY NORTH,KAGANGO,KIHUNDA,KIHUNDA PARISH HQTRS (M-Z),210,68,42,23,20,12,12,8,8,7,10,263,78,62,19,29,22,19,12,8,4,10,O-101-21-1-2-5
 SHEEMA,SHEEMA COUNTY NORTH,KAGANGO,KIHUNDA,RWENTOBO PRI SCH (M-Z),150,46,23,9,22,16,12,6,8,0,8,230,67,42,16,26,20,24,11,9,5,10,O-101-21-1-2-6
 SHEEMA,SHEEMA COUNTY NORTH,KAGANGO,KIZIBA,KIZIBA PARISH HQTRS (A-L),391,107,51,27,37,37,30,31,25,8,38,218,51,37,20,14,28,10,19,10,4,25,O-101-21-1-3-1
 SHEEMA,SHEEMA COUNTY NORTH,KAGANGO,KIZIBA,RWENGANDO PRI SCH,419,121,64,28,42,48,32,33,9,9,33,350,96,72,22,28,36,25,21,20,7,23,O-101-21-1-3-2
 SHEEMA,SHEEMA COUNTY NORTH,KAGANGO,KIZIBA,MBAGWA SUB TRADING CENTRE,457,108,71,31,45,38,46,36,19,21,42,408,116,76,41,26,29,27,31,18,21,23,O-101-21-1-3-3
 SHEEMA,SHEEMA COUNTY NORTH,KAGANGO,KIZIBA,NGOMA PRI SCH,467,101,82,43,58,42,25,34,24,10,48,395,98,63,42,34,46,39,24,11,10,28,O-101-21-1-3-4
 SHEEMA,SHEEMA COUNTY NORTH,KAGANGO,KIZIBA,KIZIBA PARISH HQTRS (M-Z),269,79,43,25,28,24,14,18,12,6,20,305,75,70,29,19,30,25,23,9,9,16,O-101-21-1-3-5
 SHEEMA,SHEEMA COUNTY NORTH,KAGANGO,KYAGAJU,KYAGAJU PARISH HQTRS,270,69,51,23,30,27,10,17,10,7,26,264,69,60,19,23,21,20,16,10,6,20,O-101-21-1-5-1
 SHEEMA,SHEEMA COUNTY NORTH,KAGANGO,KYAGAJU,KAMUGUNGUNU PRI SCH,303,52,47,34,28,30,18,22,23,12,37,285,64,60,24,27,38,15,14,5,9,29,O-101-21-1-5-2
 SHEEMA,SHEEMA COUNTY NORTH,KAGANGO,MIGINA,NYAKABIRA PRI SCH,337,70,63,23,39,31,31,22,19,8,31,271,69,46,16,30,23,21,16,12,11,27,O-101-21-1-6-1
 SHEEMA,SHEEMA COUNTY NORTH,KAGANGO,MIGINA,MIGINA TRADING CENTRE,234,76,46,22,17,14,10,12,9,6,22,270,98,52,21,21,19,22,14,10,3,10,O-101-21-1-6-2
 SHEEMA,SHEEMA COUNTY NORTH,KAGANGO,MIGINA,KATANGA TRADING CENTRE,213,45,34,23,20,19,25,12,10,8,17,174,42,41,13,13,14,10,10,10,3,18,O-101-21-1-6-3
 SHEEMA,SHEEMA COUNTY NORTH,KAGANGO,MIGINA,KAGANDO LC I OFFICE COMPOUND,317,56,53,25,25,33,29,32,22,15,27,250,53,48,18,26,19,18,14,21,9,24,O-101-21-1-6-4
 SHEEMA,SHEEMA COUNTY NORTH,KAGANGO,MIGINA,RWENKUBA LC I,143,39,31,15,6,12,8,10,5,4,13,115,24,26,12,11,8,5,8,8,5,8,O-101-21-1-6-5
 SHEEMA,SHEEMA COUNTY NORTH,KAGANGO,MIGINA,MASHOJWA C.O.U,191,33,30,18,20,24,17,14,8,7,20,176,38,30,13,17,18,14,12,11,8,15,O-101-21-1-6-6
 SHEEMA,SHEEMA COUNTY NORTH,KIGARAMA,KATOOMA,KATOOMA PARISH HQTRS,373,119,51,31,42,23,22,25,16,8,36,370,89,72,43,38,34,31,19,17,7,20,O-101-21-2-10-1
 SHEEMA,SHEEMA COUNTY NORTH,KIGARAMA,KATOOMA,MUSHANJU TRADING CENTRE,291,59,56,20,33,34,23,14,16,10,26,234,51,41,23,19,22,27,14,16,8,13,O-101-21-2-10-2
 SHEEMA,SHEEMA COUNTY NORTH,KIGARAMA,KATOOMA,KARUSHANGA TRADING CENTRE,243,47,35,22,21,24,22,24,14,9,25,190,40,25,20,10,24,21,15,10,4,21,O-101-21-2-10-3
 SHEEMA,SHEEMA COUNTY NORTH,KIGARAMA,KIGARAMA,KABUSTYE PRI SCH,390,111,60,22,39,35,32,24,21,14,32,328,84,67,30,29,21,27,26,11,9,24,O-101-21-2-11-1
 SHEEMA,SHEEMA COUNTY NORTH,KIGARAMA,KIGARAMA,KATANOGA PRI SCH,458,131,64,34,45,46,37,29,20,12,40,438,117,76,34,40,40,39,33,15,15,29,O-101-21-2-11-2
 SHEEMA,SHEEMA COUNTY NORTH,KIGARAMA,KIGARAMA,KIGARAMA SUB COUNTY HQTRS,294,67,60,34,28,20,21,15,14,10,25,259,69,47,24,32,28,15,14,5,8,17,O-101-21-2-11-3
 SHEEMA,SHEEMA COUNTY NORTH,KIGARAMA,KIGARAMA,RUBUMBA PRI SCH,296,90,44,22,29,22,28,13,9,12,27,261,79,51,20,20,24,22,18,10,3,14,O-101-21-2-11-4
 SHEEMA,SHEEMA COUNTY NORTH,KIGARAMA,KIGARAMA,BUNURA PRI SCH,215,54,40,23,16,20,16,13,12,5,16,184,50,34,16,24,12,11,8,9,5,15,O-101-21-2-11-6
 SHEEMA,SHEEMA COUNTY NORTH,KIGARAMA,KIGARAMA,KIGARAMA TWETUNGYE COOP SOCIETY,160,42,26,16,22,10,14,7,9,4,10,133,39,27,15,11,8,9,6,6,1,11,O-101-21-2-11-5
 SHEEMA,SHEEMA COUNTY NORTH,KIGARAMA,BWAYEGAMBA,NYAKWEBUNDIKA SEC SCH,207,47,29,14,28,22,14,10,11,12,20,151,32,34,15,16,16,7,10,5,3,13,O-101-21-2-15-1
 SHEEMA,SHEEMA COUNTY NORTH,KIGARAMA,BWAYEGAMBA,BWAYEGAMBA PARISH HQTRS,289,87,57,21,21,19,19,20,13,11,21,289,74,64,40,22,23,24,14,9,3,16,O-101-21-2-15-2
 SHEEMA,SHEEMA COUNTY NORTH,KIGARAMA,BWAYEGAMBA,BWAYEGAMBA PRI SCH,334,99,57,23,41,28,28,14,7,10,27,302,78,63,32,32,22,20,16,13,6,20,O-101-21-2-15-3
 SHEEMA,SHEEMA COUNTY NORTH,KIGARAMA,BWAYEGAMBA,NYAKWEBUNDIKA PRI SCH,264,62,44,22,42,19,10,20,14,12,19,246,56,48,28,32,24,14,13,10,9,12,O-101-21-2-15-4
 SHEEMA,SHEEMA COUNTY NORTH,KIGARAMA,BWAYEGAMBA,KAGORGORO PRI SCH,277,59,48,27,23,34,23,19,15,9,20,242,71,49,17,24,14,15,14,13,9,16,O-101-21-2-15-5
 SHEEMA,SHEEMA COUNTY NORTH,KIGARAMA,BWAYEGAMBA,NYAKASHARARA PRI SCH,219,45,41,17,23,15,21,13,12,9,23,173,38,35,17,21,14,9,6,6,7,20,O-101-21-2-15-6
 SHEEMA,SHEEMA COUNTY NORTH,KIGARAMA,RUNYINYA,RUNYINYA PRI SCH,218,67,33,18,30,21,10,10,10,5,14,184,56,25,16,18,17,17,9,14,1,11,O-101-21-2-24-1
 SHEEMA,SHEEMA COUNTY NORTH,KIGARAMA,RUNYINYA,KAMULINDA PRI SCH,298,75,51,26,43,20,27,14,12,13,17,252,71,42,28,24,26,17,12,8,5,19,O-101-21-2-24-2
 SHEEMA,SHEEMA COUNTY NORTH,KIGARAMA,RUNYINYA,RUNYINYA PARISH HQTRS,144,33,26,10,14,11,11,15,6,9,9,140,29,33,9,12,12,20,6,5,7,7,O-101-21-2-24-3
 SHEEMA,SHEEMA COUNTY NORTH,KIGARAMA,RUNYINYA,RUNYINYA CATHOLIC CHURCH,200,35,28,12,30,21,25,10,10,6,23,160,36,23,10,14,15,16,16,9,7,14,O-101-21-2-24-4
 SHEEMA,SHEEMA COUNTY NORTH,KIGARAMA,RUNYINYA,KIGARAMA C.O.U,216,42,33,24,26,16,19,11,16,6,23,186,49,35,11,24,21,17,4,9,3,13,O-101-21-2-24-5
 SHEEMA,SHEEMA COUNTY NORTH,KIGARAMA,KYENGANDO,KYENGANDO PRI SCH,233,68,41,20,19,26,19,12,4,9,15,187,64,39,13,20,14,15,7,8,2,5,O-101-21-2-28-1
 SHEEMA,SHEEMA COUNTY NORTH,KIGARAMA,KYENGANDO,RWENGIRI PRI SCH,297,73,45,23,32,27,25,24,16,7,25,292,75,56,27,24,30,26,17,10,10,17,O-101-21-2-28-2
 SHEEMA,SHEEMA COUNTY NORTH,KIGARAMA,KYENGANDO,KAJU,144,32,25,12,17,10,15,12,8,2,11,121,28,22,12,11,11,7,9,11,0,10,O-101-21-2-28-3
 SHEEMA,SHEEMA COUNTY NORTH,KIGARAMA,KYENGANDO,RWENKAIRA TRADING CENTRE,159,33,13,21,11,19,18,12,8,6,18,140,37,22,4,18,10,13,11,6,5,14,O-101-21-2-28-4
 SHEEMA,SHEEMA COUNTY NORTH,KYANGYENYI,KITOJO,BUSESIRE PRI SCH,332,76,51,33,28,23,35,18,15,16,37,298,67,83,22,34,22,20,17,9,7,17,O-101-21-3-16-1
 SHEEMA,SHEEMA COUNTY NORTH,KYANGYENYI,KITOJO,KITOJO PARISH HQTRS,265,64,27,22,38,25,22,22,6,13,26,227,59,42,17,19,13,28,14,8,9,18,O-101-21-3-16-2
 SHEEMA,SHEEMA COUNTY NORTH,KYANGYENYI,KITOJO,MUTOJO INTEGRATED PRI SCH,361,106,53,28,38,27,30,19,19,9,32,363,96,91,31,35,21,30,19,12,4,24,O-101-21-3-16-3
 SHEEMA,SHEEMA COUNTY NORTH,KYANGYENYI,KITOJO,RUSHOROZA PRI SCH,363,92,66,29,36,38,31,17,17,9,28,304,86,49,34,26,28,24,14,12,6,25,O-101-21-3-16-4
 SHEEMA,SHEEMA COUNTY NORTH,KYANGYENYI,KITOJO,MADRASAT PRI SCH,220,61,36,21,20,19,21,12,7,10,13,186,47,26,22,26,9,20,14,10,2,10,O-101-21-3-16-5
 SHEEMA,SHEEMA COUNTY NORTH,KYANGYENYI,KYANGUNDU,NYAKABIRIZI PRI SCH,210,51,39,18,24,19,14,11,11,5,18,198,48,39,15,19,22,16,10,5,6,18,O-101-21-3-17-1
 SHEEMA,SHEEMA COUNTY NORTH,KYANGYENYI,KYANGUNDU,KYABAHAIJA PRI SCH,363,112,55,25,32,39,27,24,18,7,24,348,94,78,29,32,16,30,16,18,13,22,O-101-21-3-17-2
 SHEEMA,SHEEMA COUNTY NORTH,KYANGYENYI,KYANGUNDU,KYANGYENYI PRI SCH,338,88,61,23,38,30,28,19,20,8,23,308,93,72,22,27,23,13,14,16,6,22,O-101-21-3-17-3
 SHEEMA,SHEEMA COUNTY NORTH,KYANGYENYI,KYANGUNDU,KAKINDO PRI SCH,392,113,87,42,27,30,24,19,15,9,26,297,78,63,25,39,31,19,12,9,6,15,O-101-21-3-17-4
 SHEEMA,SHEEMA COUNTY NORTH,KYANGYENYI,KYANGUNDU,BWINA PRI SCH,179,34,28,7,22,24,13,12,10,10,19,153,36,28,12,15,11,15,9,8,6,13,O-101-21-3-17-5
 SHEEMA,SHEEMA COUNTY NORTH,KYANGYENYI,MASYORO,MIGYEREBIRI PRI SCH,300,72,57,26,34,21,26,14,17,12,21,257,73,41,28,19,27,14,9,16,7,23,O-101-21-3-18-1
 SHEEMA,SHEEMA COUNTY NORTH,KYANGYENYI,MASYORO,MASYORO PRI SCH,416,130,65,33,37,36,35,26,13,8,33,360,121,77,28,31,13,25,24,7,7,27,O-101-21-3-18-2
 SHEEMA,SHEEMA COUNTY NORTH,KYANGYENYI,MASYORO,MASYORO HEALTH CENTRE II,315,73,62,19,23,24,33,28,19,9,25,240,67,46,25,22,16,18,12,12,8,14,O-101-21-3-18-3
 SHEEMA,SHEEMA COUNTY NORTH,KYANGYENYI,MUZIRA,KARYANGO PLAYGROUND,269,75,43,34,20,15,20,27,11,5,19,222,52,42,23,26,19,15,7,11,8,19,O-101-21-3-19-1
 SHEEMA,SHEEMA COUNTY NORTH,KYANGYENYI,MUZIRA,RYAMASA PRI SCH,369,97,66,26,39,24,32,22,17,8,38,339,100,74,29,27,28,20,18,12,3,28,O-101-21-3-19-2
 SHEEMA,SHEEMA COUNTY NORTH,KYANGYENYI,MUZIRA,MUZIRA PARISH HQTRS,357,94,70,36,36,21,27,18,16,12,27,355,102,72,28,49,18,26,19,15,5,21,O-101-21-3-19-3
 SHEEMA,SHEEMA COUNTY NORTH,KYANGYENYI,MUZIRA,KAZINGANGOLE PLAYGROUND,237,52,47,19,26,28,16,19,7,7,16,212,54,46,17,19,12,19,13,13,3,16,O-101-21-3-19-4
 SHEEMA,SHEEMA COUNTY NORTH,KYANGYENYI,MUZIRA,RYAKAHUNGU AHAKINYINYA,297,91,43,23,36,29,23,7,11,7,27,265,74,48,24,22,25,24,15,5,4,24,O-101-21-3-19-5
 SHEEMA,SHEEMA COUNTY NORTH,KYANGYENYI,RUSHOZI,KIBUTAMO PRI SCH,276,60,55,22,29,27,24,21,12,4,22,274,64,46,27,25,22,25,16,16,6,27,O-101-21-3-20-1
 SHEEMA,SHEEMA COUNTY NORTH,KYANGYENYI,RUSHOZI,KIBUTAMO WORD OF LIFE CHURCH,416,107,78,43,48,28,32,21,11,10,38,361,88,65,39,36,35,35,14,15,6,28,O-101-21-3-20-2
 SHEEMA,SHEEMA COUNTY NORTH,KYANGYENYI,RUSHOZI,RUSHOZI PARISH HQTRS,461,137,78,41,43,30,32,19,28,6,47,408,112,87,27,44,30,19,28,17,9,35,O-101-21-3-20-3
 SHEEMA,SHEEMA COUNTY NORTH,KYANGYENYI,RUSHOZI,RUSHOZI HEALTH CENTRE II,324,85,48,21,38,28,27,20,14,10,33,274,72,41,28,20,32,26,22,15,3,15,O-101-21-3-20-4
 SHEEMA,SHEEMA COUNTY NORTH,KYANGYENYI,RUSHOZI,KYERIMA COFFEE STORE,264,55,50,19,30,23,18,19,12,5,33,221,50,36,19,28,23,21,10,5,4,25,O-101-21-3-20-5
 SHEEMA,SHEEMA COUNTY NORTH,KYANGYENYI,RWEIBARE,RWEIBARE PRI SCH,413,113,77,37,57,29,28,13,20,11,28,401,118,84,33,32,37,36,17,13,5,26,O-101-21-3-25-1
 SHEEMA,SHEEMA COUNTY NORTH,KYANGYENYI,RWEIBARE,KANENGYERE PRI SCH,313,83,45,25,32,32,18,22,18,12,26,266,68,46,20,22,23,18,19,11,13,26,O-101-21-3-25-2
 SHEEMA,SHEEMA COUNTY NORTH,KYANGYENYI,RWEIBARE,KYANGUNDU MOSQUE,210,51,45,16,19,13,20,15,10,4,17,183,41,33,12,26,20,10,11,8,7,15,O-101-21-3-25-5
 SHEEMA,SHEEMA COUNTY NORTH,KYANGYENYI,RWEIBARE,RWEIBARE KITOOKYE FULL GOSPEL CHURCH,347,83,58,26,30,26,28,26,14,12,44,290,83,54,29,22,20,17,18,23,3,21,O-101-21-3-25-4
 SHEEMA,SHEEMA COUNTY NORTH,KABWOHE/ITENDERO TOWN COUNCIL,ITENDERO WARD,KYAMUNGWE PRI SCH,256,70,45,18,27,21,12,14,14,6,29,262,57,52,24,29,23,20,21,10,5,21,O-101-21-4-1-1
 SHEEMA,SHEEMA COUNTY NORTH,KABWOHE/ITENDERO TOWN COUNCIL,ITENDERO WARD,ITENDERO VET SCH PLAYGROUND,368,80,84,47,40,29,29,15,14,10,20,329,77,70,44,38,18,33,17,11,10,11,O-101-21-4-1-3
 SHEEMA,SHEEMA COUNTY NORTH,KABWOHE/ITENDERO TOWN COUNCIL,KABWOHE WARD,ISHEKYE PRI SCH,356,99,75,26,41,32,19,10,12,10,32,293,68,43,33,22,33,33,21,11,8,21,O-101-21-4-21-1
 SHEEMA,SHEEMA COUNTY NORTH,KABWOHE/ITENDERO TOWN COUNCIL,KABWOHE WARD,SHEEMA STADIUM II,172,48,36,27,21,17,15,2,3,1,2,122,29,26,13,18,7,11,6,5,3,4,O-101-21-4-21-2
 SHEEMA,SHEEMA COUNTY NORTH,KABWOHE/ITENDERO TOWN COUNCIL,KABWOHE WARD,SHEEMA HALL,156,42,28,21,17,15,15,8,3,2,5,134,38,27,9,22,9,11,9,5,2,2,O-101-21-4-21-3
 SHEEMA,SHEEMA COUNTY NORTH,KABWOHE/ITENDERO TOWN COUNCIL,KANYINASHEEMA WARD,RWENTUNDA CATHOLIC CHURCH,272,68,50,23,26,29,17,16,8,6,29,237,49,45,22,22,23,19,15,17,11,14,O-101-21-4-22-1
 SHEEMA,SHEEMA COUNTY NORTH,KABWOHE/ITENDERO TOWN COUNCIL,KANYINASHEEMA WARD,RWABUTURA PRI SCH,375,107,73,36,38,36,18,16,18,6,27,311,78,75,20,33,20,32,20,11,6,16,O-101-21-4-22-2
 SHEEMA,SHEEMA COUNTY NORTH,KABWOHE/ITENDERO TOWN COUNCIL,NYANGA WARD,KABWOHE MIXED PLAYGROUND,304,79,59,32,35,24,23,16,9,10,17,265,80,38,24,30,29,24,13,13,3,11,O-101-21-4-23-1
 SHEEMA,SHEEMA COUNTY NORTH,KABWOHE/ITENDERO TOWN COUNCIL,NYANGA WARD,RWEMIKO PRI SCH,247,49,41,20,34,25,33,9,11,9,16,239,56,56,16,27,13,23,12,12,4,20,O-101-21-4-23-2
 SHEEMA,SHEEMA COUNTY NORTH,KABWOHE/ITENDERO TOWN COUNCIL,NYANGA WARD,KABWOHE TOWN SCHOOL,280,63,68,41,35,21,13,11,6,3,19,186,36,49,23,24,21,15,6,2,0,10,O-101-21-4-23-3
 SHEEMA,SHEEMA COUNTY NORTH,KABWOHE/ITENDERO TOWN COUNCIL,KAKUNYU WARD,NYAKABWERA TREE SHADE,405,103,77,31,44,37,32,20,18,9,34,370,97,73,31,32,33,37,24,10,9,24,O-101-21-4-27-1
 SHEEMA,SHEEMA COUNTY NORTH,KABWOHE/ITENDERO TOWN COUNCIL,KAKUNYU WARD,ST. ROSE CHURCH,402,95,105,53,50,37,25,16,14,4,3,284,57,68,33,53,33,14,15,10,1,0,O-101-21-4-27-2
 SHEEMA,SHEEMA COUNTY NORTH,KABWOHE/ITENDERO TOWN COUNCIL,NDEEBO WARD,NDEEBO PRI SCH PLAYGROUND,105,21,26,4,8,7,5,6,8,8,12,103,26,26,4,7,15,7,4,4,5,5,O-101-21-4-29-2
 SHEEMA,SHEEMA COUNTY NORTH,KABWOHE/ITENDERO TOWN COUNCIL,NDEEBO WARD,EXOTIC ACADEMY PRI SCH PLAY GROUND,233,58,35,17,20,22,24,20,11,8,18,141,29,25,19,15,13,8,4,11,4,13,O-101-21-4-29-1
