Dist_no_2016,Dist_name_2016,Const_no_2016,Const_name_2016,Sbty_no_2016,Sbty_name_2016,Par_no_2016,Par_name_2016,Stn_no_2016,Station_string_2016,Reg.Voters,A.Bwanika,A.Mbabazi,B.Venansius,B.B.Biraaro,K.Besigye.K,J.Mabirizi,M.F.K.Waluube,Y.K.Museveni,T.Votes,V.Votes,Inv.Votes,NON_REP,Original_Station_ID_2016
1,APAC,3,MARUZI COUNTY,1,AKOKORO,24,ALARO,5,KIGA LANDING SITE,376,3,6,5,1,106,1,0,97,229,219,10,0,O-1-3-1-24-5
1,APAC,3,MARUZI COUNTY,1,AKOKORO,24,ALARO,6,ALARO P.7 SCHOOL B,579,10,7,13,3,81,0,1,226,357,341,16,0,O-1-3-1-24-6
1,APAC,3,MARUZI COUNTY,1,AKOKORO,27,AMUN,1,AMUN P.7 SCHOOL,420,4,4,0,1,103,0,0,165,297,277,20,0,O-1-3-1-27-1
1,APAC,3,MARUZI COUNTY,1,AKOKORO,27,AMUN,2,AMUN TRADING CENTER,520,11,5,11,3,140,5,9,187,384,371,13,0,O-1-3-1-27-2
1,APAC,3,MARUZI COUNTY,1,AKOKORO,27,AMUN,3,AMUN CHURCH OF UGANDA,596,7,4,8,4,136,3,0,248,423,410,13,0,O-1-3-1-27-3
1,APAC,3,MARUZI COUNTY,2,APAC,7,ATIK,1,OWANG PRIMARY,661,6,6,5,2,218,1,3,191,442,432,10,0,O-1-3-2-7-1
1,APAC,3,MARUZI COUNTY,2,APAC,7,ATIK,2,BARDEK,817,15,6,13,4,275,2,3,260,593,578,15,0,O-1-3-2-7-2
1,APAC,3,MARUZI COUNTY,2,APAC,7,ATIK,3,MATIMI AMOR,792,17,12,20,2,311,4,7,150,549,523,26,0,O-1-3-2-7-3
1,APAC,3,MARUZI COUNTY,2,APAC,7,ATIK,4,AWIRI,851,10,9,6,2,258,3,2,255,572,545,27,0,O-1-3-2-7-4
1,APAC,3,MARUZI COUNTY,2,APAC,7,ATIK,5,AWIRI PRI. SCHOOL,654,6,4,7,3,222,3,4,149,411,398,13,0,O-1-3-2-7-5
1,APAC,3,MARUZI COUNTY,2,APAC,7,ATIK,6,ABONGO OKERE,392,2,2,3,0,117,0,5,119,254,248,6,0,O-1-3-2-7-6
1,APAC,3,MARUZI COUNTY,2,APAC,7,ATIK,7,OWANG T/C BOREHOLE,574,4,3,5,1,238,0,0,117,375,368,7,0,O-1-3-2-7-7
1,APAC,3,MARUZI COUNTY,2,APAC,8,ATOPI,1,ATOPI PRIMARY SCHOOL,751,4,4,13,7,137,3,4,273,492,445,47,0,O-1-3-2-8-1
1,APAC,3,MARUZI COUNTY,2,APAC,8,ATOPI,2,ALYEC MARKET,641,10,4,16,3,195,2,6,178,443,414,29,0,O-1-3-2-8-2
1,APAC,3,MARUZI COUNTY,2,APAC,8,ATOPI,3,ANYAI MARKET,677,10,14,10,1,189,1,4,220,458,449,9,0,O-1-3-2-8-3
1,APAC,3,MARUZI COUNTY,2,APAC,8,ATOPI,4,AYERA BOREHOLE,388,2,2,6,3,121,1,0,135,277,270,7,0,O-1-3-2-8-4
1,APAC,3,MARUZI COUNTY,2,APAC,8,ATOPI,5,ATOPI A BOREHOLE,748,3,6,4,1,244,0,4,219,502,481,21,0,O-1-3-2-8-5
1,APAC,3,MARUZI COUNTY,2,APAC,8,ATOPI,6,AKULI CORNER ADEK,622,4,6,7,4,132,2,0,218,386,373,13,0,O-1-3-2-8-6
1,APAC,3,MARUZI COUNTY,2,APAC,9,AKERE,1,ATUDU P7 SCHOOL,733,8,6,5,2,182,0,2,252,478,457,21,0,O-1-3-2-9-1
1,APAC,3,MARUZI COUNTY,2,APAC,9,AKERE,2,TEIBU  P.A.G  CHURCH,532,4,6,2,0,192,3,0,144,365,351,14,0,O-1-3-2-9-2
1,APAC,3,MARUZI COUNTY,2,APAC,9,AKERE,3,OLEL  PEK  P  7   SCHOOL,751,8,9,11,4,181,3,2,320,552,538,14,0,O-1-3-2-9-3
1,APAC,3,MARUZI COUNTY,2,APAC,9,AKERE,4,OGEI BOREHOLE,362,5,5,7,0,99,0,1,140,272,257,15,0,O-1-3-2-9-4
1,APAC,3,MARUZI COUNTY,2,APAC,9,AKERE,5,ANGAYIKI PRIMARY SCHOOL,719,7,12,11,1,246,4,4,206,515,491,24,0,O-1-3-2-9-5
1,APAC,3,MARUZI COUNTY,2,APAC,9,AKERE,6,ATUDU ANNEX P7 SCHOOL,644,5,1,2,1,190,0,3,243,490,445,45,0,O-1-3-2-9-6
1,APAC,3,MARUZI COUNTY,2,APAC,10,ATANA,1,AWIR P.7 SCHOOL,709,1,2,3,0,159,2,3,233,417,403,14,0,O-1-3-2-10-1
1,APAC,3,MARUZI COUNTY,2,APAC,10,ATANA,2,ODOKOMAC P. SCHOOL,777,5,7,7,1,216,1,5,294,563,536,27,0,O-1-3-2-10-2
1,APAC,3,MARUZI COUNTY,2,APAC,10,ATANA,3,AYOM JERI P. SCHOOL,667,10,10,8,3,122,3,2,199,435,357,78,0,O-1-3-2-10-3
1,APAC,3,MARUZI COUNTY,2,APAC,10,ATANA,4,ABULI MARKET,829,12,10,12,5,179,4,5,249,498,476,22,0,O-1-3-2-10-4
1,APAC,3,MARUZI COUNTY,2,APAC,10,ATANA,5,OMUKOWIE T.C,329,1,3,5,0,107,0,3,80,229,199,30,0,O-1-3-2-10-5
1,APAC,3,MARUZI COUNTY,2,APAC,10,ATANA,6,KONA ANGWEN,358,4,5,6,1,71,0,1,121,228,209,19,0,O-1-3-2-10-6
1,APAC,3,MARUZI COUNTY,2,APAC,10,ATANA,7,ALWANG B T.C,296,6,3,4,3,68,2,2,127,222,215,7,0,O-1-3-2-10-7
1,APAC,3,MARUZI COUNTY,2,APAC,10,ATANA,8,ADWONGORETE MARKET,508,6,9,6,1,89,2,1,177,330,291,39,0,O-1-3-2-10-8
1,APAC,3,MARUZI COUNTY,2,APAC,11,ABEDI,1,ADAG-AYELA,811,15,12,12,5,284,1,3,172,528,504,24,0,O-1-3-2-11-1
1,APAC,3,MARUZI COUNTY,2,APAC,11,ABEDI,2,OMER P.7 SCHOOL,676,7,6,7,2,191,1,3,185,447,402,45,0,O-1-3-2-11-2
1,APAC,3,MARUZI COUNTY,2,APAC,11,ABEDI,3,WITIM,792,20,13,16,5,148,0,5,294,526,501,25,0,O-1-3-2-11-3
1,APAC,3,MARUZI COUNTY,2,APAC,11,ABEDI,4,ACANDYANG  CENTRE,689,9,5,14,6,184,3,8,214,477,443,34,0,O-1-3-2-11-4
1,APAC,3,MARUZI COUNTY,2,APAC,11,ABEDI,5,ATAR P.7 SCHOOL,663,8,9,13,5,139,0,2,171,392,347,45,0,O-1-3-2-11-5
1,APAC,3,MARUZI COUNTY,2,APAC,11,ABEDI,6,AKWALKWALA TRADING CENTER,439,12,7,9,2,139,2,6,118,309,295,14,0,O-1-3-2-11-6
1,APAC,3,MARUZI COUNTY,2,APAC,11,ABEDI,7,LANGO CENTER,312,2,4,4,0,95,1,4,90,212,200,12,0,O-1-3-2-11-7
1,APAC,3,MARUZI COUNTY,2,APAC,11,ABEDI,8,IBALIKOMA TC,596,3,0,6,3,221,0,1,136,391,370,21,0,O-1-3-2-11-8
1,APAC,3,MARUZI COUNTY,3,APAC TOWN COUNCIL,12,EASTERN WARD,1,AGULU MARKET A,647,2,2,7,1,172,0,2,248,468,434,34,0,O-1-3-3-12-1
1,APAC,3,MARUZI COUNTY,3,APAC TOWN COUNCIL,12,EASTERN WARD,2,AGULU MARKET B,502,3,3,4,2,201,1,3,150,381,367,14,0,O-1-3-3-12-2
1,APAC,3,MARUZI COUNTY,3,APAC TOWN COUNCIL,12,EASTERN WARD,3,APAC MODEL P.7 A,628,6,6,6,2,208,0,5,169,409,402,7,0,O-1-3-3-12-3
1,APAC,3,MARUZI COUNTY,3,APAC TOWN COUNCIL,12,EASTERN WARD,4,ATIK,466,5,2,3,2,173,1,4,147,355,337,18,0,O-1-3-3-12-4
1,APAC,3,MARUZI COUNTY,3,APAC TOWN COUNCIL,12,EASTERN WARD,5,NIGHTIANGALE SCHOOL,645,7,3,3,1,220,2,3,180,439,419,20,0,O-1-3-3-12-5
1,APAC,3,MARUZI COUNTY,3,APAC TOWN COUNCIL,12,EASTERN WARD,6,APAC MODEL P.7 B,465,0,1,1,0,199,0,0,99,314,300,14,0,O-1-3-3-12-6
1,APAC,3,MARUZI COUNTY,3,APAC TOWN COUNCIL,13,WESTERN WARD,1,AROCHA P.7 SCHOOL A,707,9,7,10,0,218,1,3,211,481,459,22,0,O-1-3-3-13-1
1,APAC,3,MARUZI COUNTY,3,APAC TOWN COUNCIL,13,WESTERN WARD,2,APAC P.7 SCHOOL,660,1,3,7,0,227,2,3,175,429,418,11,0,O-1-3-3-13-2
1,APAC,3,MARUZI COUNTY,3,APAC TOWN COUNCIL,13,WESTERN WARD,3,TEMOGO A,556,1,3,0,1,210,2,1,149,373,367,6,0,O-1-3-3-13-3
1,APAC,3,MARUZI COUNTY,3,APAC TOWN COUNCIL,13,WESTERN WARD,4,TEMOGO B,247,0,1,1,0,94,0,0,69,172,165,7,0,O-1-3-3-13-4
1,APAC,3,MARUZI COUNTY,3,APAC TOWN COUNCIL,13,WESTERN WARD,5,BARODONG,559,1,1,6,2,226,0,4,128,380,368,12,0,O-1-3-3-13-5
1,APAC,3,MARUZI COUNTY,3,APAC TOWN COUNCIL,13,WESTERN WARD,6,AROCHA P.7 SCHOOL B,238,3,1,4,0,71,0,0,89,172,168,4,0,O-1-3-3-13-6
1,APAC,3,MARUZI COUNTY,4,CHEGERE,14,KIDILANI,1,KIDILANI P.7 SCHOOL,808,10,7,10,3,174,3,2,320,556,529,27,0,O-1-3-4-14-1
1,APAC,3,MARUZI COUNTY,4,CHEGERE,14,KIDILANI,2,ADIR P.7 SCHOOL,665,5,3,5,1,172,2,0,251,466,439,27,0,O-1-3-4-14-2
1,APAC,3,MARUZI COUNTY,4,CHEGERE,14,KIDILANI,3,ABEDI P.7 SCHOOL,694,6,5,14,2,188,1,0,214,461,430,31,0,O-1-3-4-14-3
1,APAC,3,MARUZI COUNTY,4,CHEGERE,15,CHEGERE,1,ADYEGI-IBANA,570,5,5,5,3,159,2,1,224,409,404,5,0,O-1-3-4-15-1
1,APAC,3,MARUZI COUNTY,4,CHEGERE,15,CHEGERE,2,CHEGERE P.7 SCHOOL,606,4,6,3,1,156,0,0,191,381,361,20,0,O-1-3-4-15-2
1,APAC,3,MARUZI COUNTY,4,CHEGERE,15,CHEGERE,3,ABUTABER P.7 SCHOOL,776,14,7,10,0,272,3,1,229,548,536,12,0,O-1-3-4-15-3
1,APAC,3,MARUZI COUNTY,4,CHEGERE,15,CHEGERE,4,ANGEKI BOREHOLE,325,4,3,4,0,107,3,1,123,253,245,8,0,O-1-3-4-15-4
1,APAC,3,MARUZI COUNTY,4,CHEGERE,16,ATIGOLWOK,1,CHEGERE ANNEX P7 SCHOOL,772,7,8,7,2,120,2,0,373,530,519,11,0,O-1-3-4-16-1
1,APAC,3,MARUZI COUNTY,4,CHEGERE,16,ATIGOLWOK,3,CHEGERE S.S.,894,13,11,7,2,224,1,3,323,619,584,35,0,O-1-3-4-16-3
1,APAC,3,MARUZI COUNTY,4,CHEGERE,17,BARODILO,1,BARODILO P.7 SCHOOL,481,5,5,6,1,63,0,1,220,331,301,30,0,O-1-3-4-17-1
1,APAC,3,MARUZI COUNTY,4,CHEGERE,17,BARODILO,2,AJO-ODUR,392,2,4,6,1,28,0,4,247,306,292,14,0,O-1-3-4-17-2
1,APAC,3,MARUZI COUNTY,4,CHEGERE,17,BARODILO,3,ACOK BOREHOLE,493,4,3,5,0,36,1,5,291,345,345,0,0,O-1-3-4-17-3
1,APAC,3,MARUZI COUNTY,4,CHEGERE,18,TEBOKE,1,TEBOKE P.7 SCHOOL,482,1,2,4,1,122,0,0,200,351,330,21,0,O-1-3-4-18-1
1,APAC,3,MARUZI COUNTY,4,CHEGERE,18,TEBOKE,2,ABOLO P7,685,9,1,10,1,192,4,3,238,485,458,27,0,O-1-3-4-18-2
1,APAC,3,MARUZI COUNTY,4,CHEGERE,18,TEBOKE,3,OKWELE MEMORIAL NURSERY& PRI SCH,492,0,2,3,2,170,0,0,152,349,329,20,0,O-1-3-4-18-3
1,APAC,3,MARUZI COUNTY,4,CHEGERE,26,ILEE,1,ILEE ANNEX PRIMARY SCHOOL,512,5,1,5,0,66,0,3,315,412,395,17,0,O-1-3-4-26-1
1,APAC,3,MARUZI COUNTY,4,CHEGERE,26,ILEE,2,ILEE  P  7   SCHOOL,724,4,7,5,2,120,0,3,334,513,475,38,0,O-1-3-4-26-2
1,APAC,3,MARUZI COUNTY,4,CHEGERE,28,ADEM,1,ADEM P.7 SCHOOL,654,9,12,5,4,184,0,4,223,466,441,25,0,O-1-3-4-28-1
1,APAC,3,MARUZI COUNTY,4,CHEGERE,28,ADEM,2,ATEK ST ANDREW,760,9,5,8,2,239,5,1,213,506,482,24,0,O-1-3-4-28-2
1,APAC,3,MARUZI COUNTY,4,CHEGERE,29,AGONG,1,AGONG TRADING CENTRE,563,6,3,8,3,158,3,2,174,391,357,34,0,O-1-3-4-29-1
1,APAC,3,MARUZI COUNTY,4,CHEGERE,29,AGONG,2,ADWONGMOM,363,5,0,5,0,96,0,0,153,271,259,12,0,O-1-3-4-29-2
1,APAC,3,MARUZI COUNTY,4,CHEGERE,30,OLOLANGO,1,OKUTAGWE P.7 SCHOOL,384,5,6,17,0,84,2,2,147,277,263,14,0,O-1-3-4-30-1
1,APAC,3,MARUZI COUNTY,4,CHEGERE,30,OLOLANGO,2,OLOLANGO P.7. SCHOOL,687,11,9,14,3,176,2,5,221,460,441,19,0,O-1-3-4-30-2
1,APAC,3,MARUZI COUNTY,4,CHEGERE,30,OLOLANGO,3,DOLOWELO NUSERY SCHOOL,352,0,3,5,0,61,1,0,200,282,270,12,0,O-1-3-4-30-3
1,APAC,3,MARUZI COUNTY,4,CHEGERE,31,ONGICA,1,AJALIA MARKET,393,4,7,3,0,86,1,1,159,281,261,20,0,O-1-3-4-31-1
1,APAC,3,MARUZI COUNTY,4,CHEGERE,31,ONGICA,2,ATIGOLWOK P.7 SCHOOL,664,4,6,6,1,99,2,2,347,482,467,15,0,O-1-3-4-31-2
1,APAC,3,MARUZI COUNTY,4,CHEGERE,31,ONGICA,3,ONGICA P.7 SCHOO,528,3,7,9,0,119,2,3,186,352,329,23,0,O-1-3-4-31-3
1,APAC,3,MARUZI COUNTY,5,IBUJE,19,AGANGA,1,ALWALA,653,10,4,8,3,269,2,2,146,467,444,23,0,O-1-3-5-19-1
1,APAC,3,MARUZI COUNTY,5,IBUJE,19,AGANGA,2,AGANGA COMMUNITY CENTRE,481,4,5,4,2,100,0,0,227,361,342,19,0,O-1-3-5-19-2
1,APAC,3,MARUZI COUNTY,5,IBUJE,19,AGANGA,3,WAITUMBA MARKET,365,5,3,2,1,113,0,0,143,274,267,7,0,O-1-3-5-19-3
1,APAC,3,MARUZI COUNTY,5,IBUJE,19,AGANGA,4,IGOTI,695,7,3,5,0,233,2,0,237,512,487,25,0,O-1-3-5-19-4
1,APAC,3,MARUZI COUNTY,5,IBUJE,20,TAROGALI,1,CHAKALI P.7 SCHOOL A,576,3,3,14,0,132,1,1,258,424,412,12,0,O-1-3-5-20-1
1,APAC,3,MARUZI COUNTY,5,IBUJE,20,TAROGALI,2,ALENGA P.7 SCHOOL,843,10,6,8,3,174,3,6,359,575,569,6,0,O-1-3-5-20-2
1,APAC,3,MARUZI COUNTY,5,IBUJE,20,TAROGALI,3,TAROGALI P.7 SCHOOL,824,5,5,11,0,247,1,0,312,608,581,27,0,O-1-3-5-20-3
1,APAC,3,MARUZI COUNTY,5,IBUJE,20,TAROGALI,4,CHAKALI P.7 SCHOOL B,432,3,2,2,0,74,1,1,172,265,255,10,0,O-1-3-5-20-4
1,APAC,3,MARUZI COUNTY,5,IBUJE,21,AKETO,1,OMULU AKERE OJAA,601,1,2,1,0,96,0,0,354,468,454,14,0,O-1-3-5-21-1
1,APAC,3,MARUZI COUNTY,5,IBUJE,21,AKETO,2,BOKE P.7 SCHOOL,376,2,2,1,2,78,1,0,177,271,263,8,0,O-1-3-5-21-2
1,APAC,3,MARUZI COUNTY,5,IBUJE,21,AKETO,3,GINNERY,561,1,3,2,1,87,2,1,327,433,424,9,0,O-1-3-5-21-3
1,APAC,3,MARUZI COUNTY,5,IBUJE,21,AKETO,4,OJAA,493,5,6,8,2,107,3,5,221,387,357,30,0,O-1-3-5-21-4
1,APAC,3,MARUZI COUNTY,5,IBUJE,21,AKETO,5,PIDA,570,3,0,3,0,112,0,1,302,433,421,12,0,O-1-3-5-21-5
1,APAC,3,MARUZI COUNTY,5,IBUJE,22,AMII,1,IBUJE S.S,520,5,1,2,0,106,0,1,271,397,386,11,0,O-1-3-5-22-1
1,APAC,3,MARUZI COUNTY,5,IBUJE,22,AMII,2,ALADO AID POST,753,9,12,12,2,179,4,2,290,529,510,19,0,O-1-3-5-22-2
1,APAC,3,MARUZI COUNTY,5,IBUJE,22,AMII,3,IBUJE SUB COUNTY HQTRS,582,0,5,6,0,151,0,3,357,546,522,24,0,O-1-3-5-22-3
1,APAC,3,MARUZI COUNTY,5,IBUJE,23,ALWOROCENG,1,ALEK-OLIL P.7 SCHOOL,894,9,9,13,4,199,9,4,351,642,598,44,0,O-1-3-5-23-1
1,APAC,3,MARUZI COUNTY,5,IBUJE,23,ALWOROCENG,2,APELE P.7 SCHOOL,802,5,6,7,2,233,2,4,262,521,521,0,0,O-1-3-5-23-2
1,APAC,3,MARUZI COUNTY,5,IBUJE,23,ALWOROCENG,3,ALWOROCENG P.7 SCHOOL,497,6,2,3,2,123,2,4,154,316,296,20,0,O-1-3-5-23-3
1,APAC,3,MARUZI COUNTY,5,IBUJE,23,ALWOROCENG,4,AJODYEK TRADING CENTER,370,4,0,5,1,130,2,0,128,289,270,19,0,O-1-3-5-23-4
1,APAC,3,MARUZI COUNTY,5,IBUJE,23,ALWOROCENG,5,AMIA MOLA TRADING CENTER,411,1,0,2,1,123,0,2,164,304,293,11,0,O-1-3-5-23-5
1,APAC,3,MARUZI COUNTY,5,IBUJE,23,ALWOROCENG,6,OBALIA CHAPEL,343,7,2,5,0,97,1,0,173,291,285,6,0,O-1-3-5-23-6
1,APAC,3,MARUZI COUNTY,5,IBUJE,25,AMILO,1,APALAMIO,398,10,5,11,3,130,1,2,123,319,285,34,0,O-1-3-5-25-1
1,APAC,3,MARUZI COUNTY,5,IBUJE,25,AMILO,2,TEITEK TRADING CENTER,632,2,9,9,4,155,1,0,273,469,453,16,0,O-1-3-5-25-2
1,APAC,3,MARUZI COUNTY,5,IBUJE,25,AMILO,3,AMILO P7 SCHOOL,661,5,2,8,0,166,4,0,221,427,406,21,0,O-1-3-5-25-3
1,APAC,3,MARUZI COUNTY,5,IBUJE,25,AMILO,4,AMOCAL P.7 SCHOOL,649,2,3,10,3,267,1,1,177,501,464,37,0,O-1-3-5-25-4
1,APAC,3,MARUZI COUNTY,5,IBUJE,25,AMILO,5,AMII CENTER,532,5,2,2,1,170,1,1,207,413,389,24,0,O-1-3-5-25-5
2,ARUA,7,AYIVU COUNTY,1,ADUMI,1,ANYARA,3,KIGO TRADING CENTRE,850,17,15,26,5,74,5,5,345,546,492,54,0,O-2-7-1-1-3
2,ARUA,7,AYIVU COUNTY,1,ADUMI,1,ANYARA,4,ADUMI SECONDRARY SCHOOL,244,3,4,6,2,25,1,3,91,164,135,29,0,O-2-7-1-1-4
2,ARUA,7,AYIVU COUNTY,1,ADUMI,1,ANYARA,5,COPE CENTRE PRIMARY SCHOOL,722,6,7,16,6,43,3,7,325,481,413,68,0,O-2-7-1-1-5
2,ARUA,7,AYIVU COUNTY,1,ADUMI,2,KATI,1,OZU PRIMARY SCHOOL (A-D),473,0,5,13,1,72,2,1,182,301,276,25,0,O-2-7-1-2-1
2,ARUA,7,AYIVU COUNTY,1,ADUMI,2,KATI,4,KOVA PRIMARY SCHOOL,574,4,10,13,4,78,0,3,195,326,307,19,0,O-2-7-1-2-4
2,ARUA,7,AYIVU COUNTY,1,ADUMI,2,KATI,5,OZU PRIMARY SCHOOL (E-Z),506,5,5,10,1,65,3,1,185,316,275,41,0,O-2-7-1-2-5
2,ARUA,7,AYIVU COUNTY,1,ADUMI,2,KATI,6,OUKO MARKERT,770,2,9,12,7,126,1,4,208,413,369,44,0,O-2-7-1-2-6
2,ARUA,7,AYIVU COUNTY,1,ADUMI,5,MITE,1,LIA TRADING CENTRE (A-D),620,5,4,13,3,60,3,2,255,369,345,24,0,O-2-7-1-5-1
2,ARUA,7,AYIVU COUNTY,1,ADUMI,5,MITE,2,EKU PRIMARY SCHOOL (A-D),408,6,2,5,3,38,1,1,147,245,203,42,0,O-2-7-1-5-2
2,ARUA,7,AYIVU COUNTY,1,ADUMI,5,MITE,3,OLEDRI CENTRE,559,7,6,11,5,25,1,1,273,354,329,25,0,O-2-7-1-5-3
2,ARUA,7,AYIVU COUNTY,1,ADUMI,5,MITE,4,EKU PRIMARY SCHOOL (E-Z),515,8,5,12,1,36,4,2,199,302,267,35,0,O-2-7-1-5-4
2,ARUA,7,AYIVU COUNTY,1,ADUMI,5,MITE,5,YETEMAYE PRIMARY SCHOOL,455,13,1,9,3,25,2,4,173,267,230,37,0,O-2-7-1-5-5
2,ARUA,7,AYIVU COUNTY,1,ADUMI,5,MITE,6,LIA TRADING CENTRE (E-Z),694,6,5,11,2,56,0,4,247,413,331,82,0,O-2-7-1-5-6
2,ARUA,7,AYIVU COUNTY,1,ADUMI,5,MITE,7,OJE PRIMARY SCHOOL,212,0,1,8,0,32,1,0,97,154,139,15,0,O-2-7-1-5-7
2,ARUA,7,AYIVU COUNTY,1,ADUMI,6,NYIOVURA,1,NYIO PRIMARY SCHOOL (A-D),505,3,5,17,0,64,0,0,226,335,315,20,0,O-2-7-1-6-1
2,ARUA,7,AYIVU COUNTY,1,ADUMI,6,NYIOVURA,2,ARIPEZU PRIMARY SCHOOL (A-D),444,11,3,15,0,39,1,2,201,308,272,36,0,O-2-7-1-6-2
2,ARUA,7,AYIVU COUNTY,1,ADUMI,6,NYIOVURA,4,ONIVU CHURCH OF UGANDA,472,10,7,17,1,41,0,0,201,292,277,15,0,O-2-7-1-6-4
2,ARUA,7,AYIVU COUNTY,1,ADUMI,6,NYIOVURA,5,NYIO PRIMARY SCHOOL (E-Z),618,3,4,24,0,57,1,2,282,392,373,19,0,O-2-7-1-6-5
2,ARUA,7,AYIVU COUNTY,1,ADUMI,6,NYIOVURA,6,EWANYAPA MARKET,621,1,6,23,0,43,1,0,342,433,416,17,0,O-2-7-1-6-6
2,ARUA,7,AYIVU COUNTY,1,ADUMI,6,NYIOVURA,7,DRICILI PRIMARY SCHOOL,808,5,7,29,3,121,1,2,303,529,471,58,0,O-2-7-1-6-7
2,ARUA,7,AYIVU COUNTY,1,ADUMI,6,NYIOVURA,8,ARIPEZU PRIMARY SCHOOL (E-Z),459,10,3,11,8,27,1,4,230,317,294,23,0,O-2-7-1-6-8
2,ARUA,7,AYIVU COUNTY,1,ADUMI,7,OMBACHI,1,OPEBAKU CHURCH,214,0,5,3,0,26,1,2,133,172,170,2,0,O-2-7-1-7-1
2,ARUA,7,AYIVU COUNTY,1,ADUMI,7,OMBACHI,2,ORIA TRADING CENTRE (A-D),568,5,6,16,2,73,2,3,273,418,380,38,0,O-2-7-1-7-2
2,ARUA,7,AYIVU COUNTY,1,ADUMI,7,OMBACHI,4,ENDRU PRIMARY SCHOOL,826,4,9,4,3,54,6,5,444,572,529,43,0,O-2-7-1-7-4
2,ARUA,7,AYIVU COUNTY,1,ADUMI,7,OMBACHI,5,ORIA TRADING CENTRE (E-Z),603,7,10,21,3,77,2,3,286,443,409,34,0,O-2-7-1-7-5
2,ARUA,7,AYIVU COUNTY,1,ADUMI,7,OMBACHI,6,ADUMI SUB-COUNTY HQTRS,610,3,7,0,0,38,0,1,340,440,389,51,0,O-2-7-1-7-6
2,ARUA,7,AYIVU COUNTY,2,AROI,8,ALIBA,1,ONYIWERE C.O.U,875,4,11,7,6,108,3,2,252,427,393,34,0,O-2-7-2-8-1
2,ARUA,7,AYIVU COUNTY,2,AROI,8,ALIBA,2,RAKAI T/C,170,0,2,0,0,21,0,0,43,76,66,10,0,O-2-7-2-8-2
2,ARUA,7,AYIVU COUNTY,2,AROI,8,ALIBA,3,EKARAKATE  CATHOLIC CHURCH,577,12,11,7,3,82,1,0,133,303,249,54,0,O-2-7-2-8-3
2,ARUA,7,AYIVU COUNTY,2,AROI,9,ALIVU,1,ALARAVA CHURCH OF UGANDA (A-D),462,4,1,3,1,122,0,1,109,277,241,36,0,O-2-7-2-9-1
2,ARUA,7,AYIVU COUNTY,2,AROI,9,ALIVU,2,DRIWALA CHURCH OF UGANDA,420,5,8,2,1,171,0,0,84,280,271,9,0,O-2-7-2-9-2
2,ARUA,7,AYIVU COUNTY,2,AROI,9,ALIVU,3,AROI CATHOLIC CHURCH,507,3,8,2,1,88,4,3,165,296,274,22,0,O-2-7-2-9-3
2,ARUA,7,AYIVU COUNTY,2,AROI,9,ALIVU,4,ALARAVA CHURCH OF UGANDA (E-Z),466,3,5,5,2,89,1,2,108,235,215,20,0,O-2-7-2-9-4
2,ARUA,7,AYIVU COUNTY,2,AROI,10,BURA,1,ARICENI TRADING CENTRE (A-D),437,6,5,2,1,55,2,0,153,248,224,24,0,O-2-7-2-10-1
2,ARUA,7,AYIVU COUNTY,2,AROI,10,BURA,2,MICU P/SCHOOL,758,6,8,1,3,142,3,2,210,433,375,58,0,O-2-7-2-10-2
2,ARUA,7,AYIVU COUNTY,2,AROI,10,BURA,3,ANGUNIZI CATHOLIC CHURCH,543,3,11,1,2,99,3,2,166,316,287,29,0,O-2-7-2-10-3
2,ARUA,7,AYIVU COUNTY,2,AROI,10,BURA,4,ARICENI TRADING CENTRE (E-Z),483,3,4,5,0,52,0,4,184,290,252,38,0,O-2-7-2-10-4
2,ARUA,7,AYIVU COUNTY,2,AROI,14,MICU,1,OMBADEREKU P.7 SCHOOL,757,9,8,3,3,85,2,1,212,391,323,68,0,O-2-7-2-14-1
2,ARUA,7,AYIVU COUNTY,2,AROI,14,MICU,2,AJIRIKOLI TRADING CENTRE,707,8,6,10,3,102,2,3,182,331,316,15,0,O-2-7-2-14-2
2,ARUA,7,AYIVU COUNTY,2,AROI,14,MICU,3,DRISI CHAPEL,506,7,14,6,3,86,1,3,153,292,273,19,0,O-2-7-2-14-3
2,ARUA,7,AYIVU COUNTY,2,AROI,14,MICU,4,ONEZU CATHOLIC CHURCH,423,5,3,5,0,75,3,2,106,252,199,53,0,O-2-7-2-14-4
2,ARUA,7,AYIVU COUNTY,2,AROI,37,ROBU,1,EBIA T/C,608,6,10,3,1,114,2,4,146,343,286,57,0,O-2-7-2-37-1
2,ARUA,7,AYIVU COUNTY,2,AROI,37,ROBU,3,ALIBA P/SCHOOL,403,1,6,1,2,78,2,1,110,234,201,33,0,O-2-7-2-37-3
2,ARUA,7,AYIVU COUNTY,2,AROI,37,ROBU,4,AJARA CHURCH OF UGANDA,752,4,7,1,2,144,2,2,123,432,285,147,0,O-2-7-2-37-4
2,ARUA,7,AYIVU COUNTY,2,AROI,38,KAMULE,1,RUDO CHAPEL (A-D),460,2,6,14,2,98,0,1,126,268,249,19,0,O-2-7-2-38-1
2,ARUA,7,AYIVU COUNTY,2,AROI,38,KAMULE,3,RUDO CHAPEL (E-Z),460,2,3,4,2,114,2,0,129,278,256,22,0,O-2-7-2-38-3
